"","ego","alter","indice_norm","time","ego_name","alter_name","indice_euclidien","indice_scalar_product","indice_normalised"
"16",1,7,0.413057117893292,1,"Sepsis (non-obstetric)","Meningitis and encephalitis",0.496986534535659,0.327744479551715,0.0374932113821138
"17",2,7,0.523912341195413,1,"Acute resp infect incl pneumonia","Meningitis and encephalitis",0.598755926068322,0.526135100321069,0.0593989024390244
"18",3,7,0.625644582052359,1,"HIV/AIDS related death","Meningitis and encephalitis",0.699488676788982,0.651873336766654,0.0698619918699188
"19",4,7,0.650371097671357,1,"Diarrhoeal diseases","Meningitis and encephalitis",0.74604096620946,0.713416179226395,0.0792713008130081
"20",5,7,0.422913640347191,1,"Malaria","Meningitis and encephalitis",0.499903493467022,0.396940244561424,0.0458243089430895
"21",6,7,0.539454441025279,1,"Measles","Meningitis and encephalitis",0.622806518114003,0.549462583079889,0.054864512195122
"22",1,8,0.367856706959557,1,"Sepsis (non-obstetric)","Tetanus",0.479260629500169,0.372024832489617,0.0249937398373983
"23",2,8,0.510946224645637,1,"Acute resp infect incl pneumonia","Tetanus",0.630430553842208,0.546915914841961,0.0462660975609757
"24",3,8,0.565400701009416,1,"HIV/AIDS related death","Tetanus",0.655876874844497,0.591229579079487,0.0502291869918699
"25",4,8,0.565101705577646,1,"Diarrhoeal diseases","Tetanus",0.706599319433319,0.621490167723118,0.0559792276422764
"26",5,8,0.495158957580101,1,"Malaria","Tetanus",0.592151815027227,0.497078069268752,0.0423499593495935
"27",6,8,0.447331369473035,1,"Measles","Tetanus",0.592992070704874,0.511253093907191,0.0352845528455285
"28",7,8,0.467147693922303,1,"Meningitis and encephalitis","Tetanus",0.555837769752165,0.428990792765644,0.0434620731707317
"29",1,9,0.605991217759644,1,"Sepsis (non-obstetric)","Pulmonary tuberculosis",0.706848725153884,0.632282442350275,0.0533165853658538
"30",2,9,0.508805476708768,1,"Acute resp infect incl pneumonia","Pulmonary tuberculosis",0.589859900315728,0.515366537776234,0.0562678048780488
"31",3,9,0.4839065696919,1,"HIV/AIDS related death","Pulmonary tuberculosis",0.545064764732902,0.451951351392347,0.0526860162601627
"32",4,9,0.690255431464039,1,"Diarrhoeal diseases","Pulmonary tuberculosis",0.774196654161649,0.747292923099877,0.0822084959349591
"33",5,9,0.690710835760235,1,"Malaria","Pulmonary tuberculosis",0.742362473014223,0.709771637410299,0.072915731707317
"34",6,9,0.643445048279397,1,"Measles","Pulmonary tuberculosis",0.720828260753817,0.678510928912939,0.0636470731707318
"35",7,9,0.714584817013478,1,"Meningitis and encephalitis","Pulmonary tuberculosis",0.785428810008018,0.762998462263633,0.0808019105691055
"36",8,9,0.628582547571367,1,"Tetanus","Pulmonary tuberculosis",0.723619813943909,0.664767595381142,0.056729268292683
"37",1,10,0.58045672065406,1,"Sepsis (non-obstetric)","Pertussis",0.671803132970548,0.586508073891216,0.0472710975609757
"38",2,10,0.502530018945349,1,"Acute resp infect incl pneumonia","Pertussis",0.582141132194384,0.505788816788691,0.052284918699187
"39",3,10,0.493372623155756,1,"HIV/AIDS related death","Pertussis",0.555598540704391,0.467145556381842,0.0504876829268292
"40",4,10,0.643140707909626,1,"Diarrhoeal diseases","Pertussis",0.734243590780926,0.697105322857724,0.0723880487804876
"41",5,10,0.574140472016846,1,"Malaria","Pertussis",0.659723839298128,0.605862216824445,0.0568522764227642
"42",6,10,0.538897619499218,1,"Measles","Pertussis",0.649499355821692,0.587817161755074,0.0497787398373983
"43",7,10,0.631616382780785,1,"Meningitis and encephalitis","Pertussis",0.727807684256362,0.692287223170481,0.0672865040650405
"44",8,10,0.579444612529799,1,"Tetanus","Pertussis",0.706063805727283,0.643518207146305,0.0485023170731707
"45",9,10,0.408537118169146,1,"Pulmonary tuberculosis","Pertussis",0.496024306776055,0.394812506696208,0.0423828861788618
"46",1,11,0.414981276526078,1,"Sepsis (non-obstetric)","Haemorrhagic fever",0.436329878573522,0.268529253501439,0.036475487804878
"47",2,11,0.53421864751392,1,"Acute resp infect incl pneumonia","Haemorrhagic fever",0.575518864429734,0.497620333159329,0.0590323983739838
"48",3,11,0.589439107168945,1,"HIV/AIDS related death","Haemorrhagic fever",0.677752682900421,0.628074336950176,0.0641254878048781
"49",4,11,0.55915153030449,1,"Diarrhoeal diseases","Haemorrhagic fever",0.661930274112534,0.601870183034855,0.0665462601626018
"50",5,11,0.355877478977347,1,"Malaria","Haemorrhagic fever",0.413430041196803,0.291883832891375,0.0375381300813009
"51",6,11,0.506553686677549,1,"Measles","Haemorrhagic fever",0.563035395868662,0.477559941134914,0.0500628861788618
"52",7,11,0.419075215215158,1,"Meningitis and encephalitis","Haemorrhagic fever",0.492039582933021,0.387599051317514,0.0473511382113822
"53",8,11,0.489691072569385,1,"Tetanus","Haemorrhagic fever",0.594146848831661,0.497769077944715,0.0441523983739838
"54",9,11,0.701700019439541,1,"Pulmonary tuberculosis","Haemorrhagic fever",0.768976038939828,0.742692309982461,0.0773287398373984
"55",10,11,0.668686298270174,1,"Pertussis","Haemorrhagic fever",0.745764106746689,0.714518505250423,0.0693142276422764
"56",1,12,0.312224649843805,1,"Sepsis (non-obstetric)","Other and unspecified infect dis",0.335579421777526,0.184859269586999,0.0251127235772357
"57",2,12,0.4375454439651,1,"Acute resp infect incl pneumonia","Other and unspecified infect dis",0.497317353912928,0.386964148828497,0.0450834552845529
"58",3,12,0.491206202015638,1,"HIV/AIDS related death","Other and unspecified infect dis",0.589423163437787,0.513799178143361,0.0497717479674797
"59",4,12,0.579823590891795,1,"Diarrhoeal diseases","Other and unspecified infect dis",0.669396267817606,0.59224129870655,0.0646780487804878
"60",5,12,0.370895885745473,1,"Malaria","Other and unspecified infect dis",0.402859129086768,0.269650207555016,0.0363534959349593
"61",6,12,0.399756627669253,1,"Measles","Other and unspecified infect dis",0.473398757404769,0.365200140951849,0.0365238617886179
"62",7,12,0.400277052061286,1,"Meningitis and encephalitis","Other and unspecified infect dis",0.464983858544387,0.333291126924005,0.0422390243902439
"63",8,12,0.448974064423336,1,"Tetanus","Other and unspecified infect dis",0.519054805493988,0.418890260579722,0.0371295528455285
"64",9,12,0.602758170984601,1,"Pulmonary tuberculosis","Other and unspecified infect dis",0.680544537955639,0.622587424158912,0.0619254878048782
"65",10,12,0.569238922076736,1,"Pertussis","Other and unspecified infect dis",0.655812584775728,0.59179235570652,0.0547563414634146
"66",11,12,0.399156825272115,1,"Haemorrhagic fever","Other and unspecified infect dis",0.420064831379489,0.289029726420828,0.0409739024390245
"67",1,13,0.515406567062379,1,"Sepsis (non-obstetric)","Oral neoplasms",0.613952436678071,0.515501594463701,0.0417749593495936
"68",2,13,0.611008365529562,1,"Acute resp infect incl pneumonia","Oral neoplasms",0.691826661893065,0.647357602456685,0.0633359349593496
"69",3,13,0.43760910601057,1,"HIV/AIDS related death","Oral neoplasms",0.503168075875526,0.402325065767638,0.0446126829268293
"70",4,13,0.642725874834971,1,"Diarrhoeal diseases","Oral neoplasms",0.723847494862449,0.680888810010604,0.072093699186992
"71",5,13,0.627172359961112,1,"Malaria","Oral neoplasms",0.700680117861011,0.658575514426206,0.0618619105691058
"72",6,13,0.636758470924821,1,"Measles","Oral neoplasms",0.715531004700678,0.67529878241626,0.0585729268292683
"73",7,13,0.698767030168409,1,"Meningitis and encephalitis","Oral neoplasms",0.763947126184413,0.735811333795962,0.0741708536585365
"74",8,13,0.587763824244022,1,"Tetanus","Oral neoplasms",0.678878690949399,0.613823750198946,0.0489721951219513
"75",9,13,0.539830881774561,1,"Pulmonary tuberculosis","Oral neoplasms",0.637827649850594,0.577197401740404,0.0557956910569106
"76",10,13,0.585159730786138,1,"Pertussis","Oral neoplasms",0.669122168826758,0.617928504041668,0.0566510975609756
"77",11,13,0.637814894837257,1,"Haemorrhagic fever","Oral neoplasms",0.706330131265174,0.665665095196162,0.0658684146341463
"78",12,13,0.552026455661776,1,"Other and unspecified infect dis","Oral neoplasms",0.639454340790101,0.57477433879887,0.0528879268292684
"79",1,14,0.602513192453196,1,"Sepsis (non-obstetric)","Digestive neoplasms",0.657775011969103,0.551209452482092,0.0609875609756099
"80",2,14,0.672550143492227,1,"Acute resp infect incl pneumonia","Digestive neoplasms",0.724311773021218,0.685839035086206,0.0832802439024389
"81",3,14,0.467768866850507,1,"HIV/AIDS related death","Digestive neoplasms",0.528943674319795,0.424402342870461,0.0571220325203253
"82",4,14,0.554392402563155,1,"Diarrhoeal diseases","Digestive neoplasms",0.598021795464278,0.525671286996184,0.0733672764227643
"83",5,14,0.671292309197804,1,"Malaria","Digestive neoplasms",0.718022834330078,0.677300415550533,0.0797533739837398
"84",6,14,0.702502475509488,1,"Measles","Digestive neoplasms",0.748582891613527,0.709662896576759,0.0787895934959349
"85",7,14,0.742477259525413,1,"Meningitis and encephalitis","Digestive neoplasms",0.784745340830249,0.762059593594734,0.0937858943089429
"86",8,14,0.670722711257232,1,"Tetanus","Digestive neoplasms",0.718020665514562,0.64883813055618,0.0694124390243903
"87",9,14,0.601593407859099,1,"Pulmonary tuberculosis","Digestive neoplasms",0.659328054021217,0.60521834853702,0.0743131707317073
"88",10,14,0.653862659676533,1,"Pertussis","Digestive neoplasms",0.694555209106273,0.649692748861291,0.0764905284552845
"89",11,14,0.638857284365952,1,"Haemorrhagic fever","Digestive neoplasms",0.69952301403389,0.654449224191214,0.0788615040650406
"90",12,14,0.593747535505371,1,"Other and unspecified infect dis","Digestive neoplasms",0.649513142511146,0.574806623645903,0.0688606910569106
"91",13,14,0.299910190454806,1,"Oral neoplasms","Digestive neoplasms",0.403864570146211,0.27371401315792,0.0349686991869919
"92",1,15,0.610459300868461,1,"Sepsis (non-obstetric)","Respiratory neoplasms",0.653034299134799,0.557469551216913,0.0551508536585367
"93",2,15,0.568395787573405,1,"Acute resp infect incl pneumonia","Respiratory neoplasms",0.625237770741024,0.561388868147307,0.0641996341463415
"94",3,15,0.464699874106273,1,"HIV/AIDS related death","Respiratory neoplasms",0.515601363758031,0.413730179959376,0.0516919105691058
"95",4,15,0.710013916119067,1,"Diarrhoeal diseases","Respiratory neoplasms",0.765219245341744,0.736184092752821,0.0862378861788616
"96",5,15,0.662466045248893,1,"Malaria","Respiratory neoplasms",0.708916464064892,0.668077694383566,0.0714979674796748
"97",6,15,0.684728854452354,1,"Measles","Respiratory neoplasms",0.727393233335055,0.687012682110026,0.0693471951219512
"98",7,15,0.756885870759451,1,"Meningitis and encephalitis","Respiratory neoplasms",0.799812172484874,0.780186018316413,0.0873719512195121
"99",8,15,0.678849168185767,1,"Tetanus","Respiratory neoplasms",0.721021993582903,0.661680512152803,0.0628684146341464
"100",9,15,0.350042383080255,1,"Pulmonary tuberculosis","Respiratory neoplasms",0.405813243333062,0.282792941261136,0.0394317479674797
"101",10,15,0.543938020515263,1,"Pertussis","Respiratory neoplasms",0.579431288722403,0.502645596274189,0.0577139024390244
"102",11,15,0.70822637704565,1,"Haemorrhagic fever","Respiratory neoplasms",0.744995033288255,0.713347029627202,0.079719918699187
"103",12,15,0.641993005343075,1,"Other and unspecified infect dis","Respiratory neoplasms",0.688477617757537,0.633219333476411,0.0674719512195123
"104",13,15,0.35131148644102,1,"Oral neoplasms","Respiratory neoplasms",0.436456247206301,0.318310903665457,0.0371401219512195
"105",14,15,0.41545411539809,1,"Digestive neoplasms","Respiratory neoplasms",0.47572373850537,0.367724412169728,0.0523006910569106
"106",1,16,0.579178837868816,1,"Sepsis (non-obstetric)","Breast neoplasms",0.662667073433015,0.576910178992054,0.0469815040650408
"107",2,16,0.6407561255015,1,"Acute resp infect incl pneumonia","Breast neoplasms",0.713602937290939,0.674733037136648,0.0664611788617887
"108",3,16,0.490090580482577,1,"HIV/AIDS related death","Breast neoplasms",0.55969408491004,0.473715732847761,0.049994837398374
"109",4,16,0.681608635874342,1,"Diarrhoeal diseases","Breast neoplasms",0.750668800601045,0.716760958473166,0.0764994308943088
"110",5,16,0.650638990136117,1,"Malaria","Breast neoplasms",0.728118514001231,0.692720745106305,0.064218861788618
"111",6,16,0.667389577280557,1,"Measles","Breast neoplasms",0.742559871579707,0.707731620972451,0.0614339430894309
"112",7,16,0.736031512867165,1,"Meningitis and encephalitis","Breast neoplasms",0.796363876395804,0.775743230461754,0.0781741463414633
"113",8,16,0.635413177955587,1,"Tetanus","Breast neoplasms",0.715752107723433,0.658633439550975,0.0529836178861789
"114",9,16,0.604337553784117,1,"Pulmonary tuberculosis","Breast neoplasms",0.709408053427561,0.669328968458322,0.0625022357723578
"115",10,16,0.612535246727089,1,"Pertussis","Breast neoplasms",0.690969500867219,0.646243562379401,0.0593412195121951
"116",11,16,0.67587850941548,1,"Haemorrhagic fever","Breast neoplasms",0.73526651268226,0.701727663597557,0.0698432520325203
"117",12,16,0.625294261310828,1,"Other and unspecified infect dis","Breast neoplasms",0.709504117506446,0.662961459811389,0.0599481300813009
"118",13,16,0.262456708265209,1,"Oral neoplasms","Breast neoplasms",0.426674855807345,0.307553617502029,0.025325162601626
"119",14,16,0.429468924081088,1,"Digestive neoplasms","Breast neoplasms",0.511553782425854,0.411896189322828,0.0501028048780488
"120",15,16,0.405701321229047,1,"Respiratory neoplasms","Breast neoplasms",0.509494397574212,0.411834339027907,0.0429165040650407
"121",1,17,0.640188061816765,1,"Sepsis (non-obstetric)","Reproductive neoplasms MF",0.723150829839131,0.627318177480211,0.0653704878048782
"122",2,17,0.704950199443421,1,"Acute resp infect incl pneumonia","Reproductive neoplasms MF",0.76784379064311,0.735593586837475,0.0879192682926829
"123",3,17,0.542749143073935,1,"HIV/AIDS related death","Reproductive neoplasms MF",0.623823330402975,0.539112144004217,0.0667610569105691
"124",4,17,0.630547272394968,1,"Diarrhoeal diseases","Reproductive neoplasms MF",0.694962654947579,0.651244651704508,0.084006300813008
"125",5,17,0.708117606344843,1,"Malaria","Reproductive neoplasms MF",0.759022726230175,0.72366159679654,0.0847582520325203
"126",6,17,0.727871616033322,1,"Measles","Reproductive neoplasms MF",0.790911404868114,0.756014072919395,0.0822822764227642
"127",7,17,0.771805478992401,1,"Meningitis and encephalitis","Reproductive neoplasms MF",0.825919165862913,0.80931286782072,0.0981769512195121
"128",8,17,0.699131132409811,1,"Tetanus","Reproductive neoplasms MF",0.7683028463243,0.704412081585957,0.0729742276422763
"129",9,17,0.653235097119891,1,"Pulmonary tuberculosis","Reproductive neoplasms MF",0.735366110595431,0.69818513683919,0.0812733333333334
"130",10,17,0.685276607426203,1,"Pertussis","Reproductive neoplasms MF",0.74511271592815,0.70949215156219,0.080774918699187
"131",11,17,0.680786361863384,1,"Haemorrhagic fever","Reproductive neoplasms MF",0.739368865185883,0.699739063550431,0.0846428048780488
"132",12,17,0.663638270422715,1,"Other and unspecified infect dis","Reproductive neoplasms MF",0.729101758041067,0.66972716418326,0.07755662601626
"133",13,17,0.393419491988712,1,"Oral neoplasms","Reproductive neoplasms MF",0.522565345186166,0.413457951770211,0.0462215447154472
"134",14,17,0.28868318675432,1,"Digestive neoplasms","Reproductive neoplasms MF",0.372286266949825,0.239971188592023,0.0397390243902439
"135",15,17,0.460539803926283,1,"Respiratory neoplasms","Reproductive neoplasms MF",0.556827570146846,0.466440077516209,0.0583860569105691
"136",16,17,0.3854554873121,1,"Breast neoplasms","Reproductive neoplasms MF",0.510133169173985,0.40170308472724,0.0453109349593496
"137",1,18,0.477054725545991,1,"Sepsis (non-obstetric)","Other and unspecified neoplasms",0.576043881437365,0.480763663418426,0.0375513821138213
"138",2,18,0.591242164455755,1,"Acute resp infect incl pneumonia","Other and unspecified neoplasms",0.675770099578158,0.624127581725389,0.0599050406504066
"139",3,18,0.388989145365906,1,"HIV/AIDS related death","Other and unspecified neoplasms",0.458781868713284,0.347386871442947,0.0387468292682927
"140",4,18,0.623463783505296,1,"Diarrhoeal diseases","Other and unspecified neoplasms",0.708626010568968,0.65172488948443,0.0684758130081302
"141",5,18,0.596636654789398,1,"Malaria","Other and unspecified neoplasms",0.672484417102727,0.620567870565203,0.0574554065040651
"142",6,18,0.615407566481269,1,"Measles","Other and unspecified neoplasms",0.699865110810543,0.657547895726347,0.0551704878048781
"143",7,18,0.672600467953048,1,"Meningitis and encephalitis","Other and unspecified neoplasms",0.752867116442866,0.717521915083034,0.0698212601626017
"144",8,18,0.574158702112281,1,"Tetanus","Other and unspecified neoplasms",0.658112808614105,0.597020906976765,0.0464965853658537
"145",9,18,0.519356967526456,1,"Pulmonary tuberculosis","Other and unspecified neoplasms",0.606719613652943,0.5302509426507,0.0524656097560976
"146",10,18,0.57390492065534,1,"Pertussis","Other and unspecified neoplasms",0.645779154743631,0.582916882222905,0.0542200406504065
"147",11,18,0.608565637169042,1,"Haemorrhagic fever","Other and unspecified neoplasms",0.689919572585156,0.642309760670511,0.0614253252032521
"148",12,18,0.527472341084368,1,"Other and unspecified infect dis","Other and unspecified neoplasms",0.62615784593351,0.562654405087869,0.0493025609756098
"149",13,18,0.203748171407685,1,"Oral neoplasms","Other and unspecified neoplasms",0.303149551125758,0.163271281208362,0.0191707317073171
"150",14,18,0.291352045971384,1,"Digestive neoplasms","Other and unspecified neoplasms",0.362080899454371,0.20823472402317,0.033289837398374
"151",15,18,0.303104190627856,1,"Respiratory neoplasms","Other and unspecified neoplasms",0.366564098262479,0.224339305412513,0.031335243902439
"152",16,18,0.251875360770841,1,"Breast neoplasms","Other and unspecified neoplasms",0.355987242943686,0.216535392723248,0.0237154065040651
"153",17,18,0.323175432948113,1,"Reproductive neoplasms MF","Other and unspecified neoplasms",0.450705966600623,0.298325525442525,0.0372134146341463
"154",1,19,0.538645085272637,1,"Sepsis (non-obstetric)","Severe anaemia",0.679285007096012,0.630648569074011,0.0370363821138211
"155",2,19,0.522166087148033,1,"Acute resp infect incl pneumonia","Severe anaemia",0.626570024676953,0.541201514258535,0.0477071951219513
"156",3,19,0.477266533934813,1,"HIV/AIDS related death","Severe anaemia",0.570740002116099,0.477821571679851,0.0427880894308944
"157",4,19,0.678304020161862,1,"Diarrhoeal diseases","Severe anaemia",0.794133962539747,0.74288142255156,0.0677453658536587
"158",5,19,0.534288315824065,1,"Malaria","Severe anaemia",0.658994186210907,0.586988502254606,0.0461316260162602
"159",6,19,0.56928013058393,1,"Measles","Severe anaemia",0.725822370285739,0.684026723444171,0.0453671138211383
"160",7,19,0.661413878207266,1,"Meningitis and encephalitis","Severe anaemia",0.773156279240704,0.727367490932405,0.0620745528455286
"161",8,19,0.583465685912593,1,"Tetanus","Severe anaemia",0.725192648701769,0.689300137478902,0.0414409349593497
"162",9,19,0.602360895415385,1,"Pulmonary tuberculosis","Severe anaemia",0.681966598881855,0.608048924427101,0.0548532113821139
"163",10,19,0.552188182965493,1,"Pertussis","Severe anaemia",0.639908229467841,0.553182998935891,0.046670406504065
"164",11,19,0.577374670361536,1,"Haemorrhagic fever","Severe anaemia",0.70784848318423,0.650524569752967,0.0525283739837399
"165",12,19,0.521780398906552,1,"Other and unspecified infect dis","Severe anaemia",0.673053301855621,0.619707156746931,0.0435753658536586
"166",13,19,0.551322928227381,1,"Oral neoplasms","Severe anaemia",0.664812870743694,0.59464470293111,0.046384837398374
"167",14,19,0.642239889253461,1,"Digestive neoplasms","Severe anaemia",0.701488224321405,0.625515551651071,0.0669876829268293
"168",15,19,0.579274941455251,1,"Respiratory neoplasms","Severe anaemia",0.649872118508787,0.564512168172939,0.0541184552845529
"169",16,19,0.588980383220488,1,"Breast neoplasms","Severe anaemia",0.701133709857959,0.638795703846313,0.0495913821138212
"170",17,19,0.668311989733121,1,"Reproductive neoplasms MF","Severe anaemia",0.747166463659766,0.674215873075166,0.0703015040650406
"171",18,19,0.519268816199671,1,"Other and unspecified neoplasms","Severe anaemia",0.614001189292006,0.538785862373678,0.042474268292683
"172",1,20,0.659269191503475,1,"Sepsis (non-obstetric)","Severe malnutrition",0.782532631595944,0.745400297770821,0.0552839024390246
"173",2,20,0.722379536335738,1,"Acute resp infect incl pneumonia","Severe malnutrition",0.826450883808399,0.811462157111522,0.0769059349593494
"174",3,20,0.49831073345912,1,"HIV/AIDS related death","Severe malnutrition",0.569785675355647,0.489677360178684,0.0521982113821139
"175",4,20,0.53071164028179,1,"Diarrhoeal diseases","Severe malnutrition",0.594191102505815,0.508102812115807,0.0610172764227643
"176",5,20,0.619984876335793,1,"Malaria","Severe malnutrition",0.744971290798422,0.713674846202363,0.0628913414634148
"177",6,20,0.651813122203381,1,"Measles","Severe malnutrition",0.76798128424827,0.741203627963322,0.0617853658536587
"178",7,20,0.741377258221642,1,"Meningitis and encephalitis","Severe malnutrition",0.847171336505714,0.834265390815972,0.0807724796747967
"179",8,20,0.655288591338953,1,"Tetanus","Severe malnutrition",0.776001056359061,0.742494373511999,0.0564356910569106
"180",9,20,0.659708160895947,1,"Pulmonary tuberculosis","Severe malnutrition",0.693378745717782,0.64737223338176,0.0700356910569104
"181",10,20,0.652775652427979,1,"Pertussis","Severe malnutrition",0.74036011012812,0.706993859206732,0.0650275203252033
"182",11,20,0.674538900089559,1,"Haemorrhagic fever","Severe malnutrition",0.785152627221097,0.762498484497483,0.0715523170731709
"183",12,20,0.625160100172104,1,"Other and unspecified infect dis","Severe malnutrition",0.754024071443447,0.722529659513823,0.0616475203252033
"184",13,20,0.600818156419776,1,"Oral neoplasms","Severe malnutrition",0.632930844979287,0.571821368697499,0.0596201626016261
"185",14,20,0.580126158048909,1,"Digestive neoplasms","Severe malnutrition",0.607038153001652,0.531934364517256,0.0692677235772359
"186",15,20,0.65851416533472,1,"Respiratory neoplasms","Severe malnutrition",0.663986758254515,0.609893399145769,0.071463536585366
"187",16,20,0.636811278680901,1,"Breast neoplasms","Severe malnutrition",0.665775130976228,0.613324452837055,0.0632332113821139
"188",17,20,0.628628916161001,1,"Reproductive neoplasms MF","Severe malnutrition",0.667541493107037,0.602967690281644,0.0756181300813007
"189",18,20,0.560017251231123,1,"Other and unspecified neoplasms","Severe malnutrition",0.597829474368719,0.525149536589859,0.0542624390243904
"190",19,20,0.54295039195012,1,"Severe anaemia","Severe malnutrition",0.650219042687679,0.578891163278665,0.0472028048780489
"191",1,21,0.54669599570409,1,"Sepsis (non-obstetric)","Diabetes mellitus",0.704084159860185,0.645702201868792,0.0438269512195123
"192",2,21,0.637505661131117,1,"Acute resp infect incl pneumonia","Diabetes mellitus",0.767780205308805,0.741099605627465,0.0655180894308943
"193",3,21,0.540660287462405,1,"HIV/AIDS related death","Diabetes mellitus",0.658649649675572,0.605044553790258,0.0546396341463415
"194",4,21,0.686662531606541,1,"Diarrhoeal diseases","Diabetes mellitus",0.80828669322822,0.782998455483965,0.0764139837398372
"195",5,21,0.654013776537966,1,"Malaria","Diabetes mellitus",0.754816337396108,0.725495757272154,0.0639303252032521
"196",6,21,0.630580859632095,1,"Measles","Diabetes mellitus",0.747985874330035,0.717121820988049,0.0574463008130082
"197",7,21,0.690966837002661,1,"Meningitis and encephalitis","Diabetes mellitus",0.791702267612481,0.767866567621651,0.0727310569105691
"198",8,21,0.607184262161857,1,"Tetanus","Diabetes mellitus",0.753183675063831,0.715415355569059,0.0500526422764228
"199",9,21,0.674676900385865,1,"Pulmonary tuberculosis","Diabetes mellitus",0.785987985006799,0.761725947560679,0.0691356504065041
"200",10,21,0.686485991716309,1,"Pertussis","Diabetes mellitus",0.781944435284276,0.757360160020275,0.0658529268292683
"201",11,21,0.627126288557465,1,"Haemorrhagic fever","Diabetes mellitus",0.756558215102095,0.727406545800573,0.0642092682926829
"202",12,21,0.54803761435437,1,"Other and unspecified infect dis","Diabetes mellitus",0.69047067652165,0.64359776644793,0.0520204878048781
"203",13,21,0.558776840277083,1,"Oral neoplasms","Diabetes mellitus",0.68123739211396,0.633381185263969,0.0533867886178862
"204",14,21,0.605915878010573,1,"Digestive neoplasms","Diabetes mellitus",0.684823039964891,0.631756033739415,0.0701115853658537
"205",15,21,0.616645443081756,1,"Respiratory neoplasms","Diabetes mellitus",0.700666940790937,0.655795305745792,0.0646447967479675
"206",16,21,0.608305150901086,1,"Breast neoplasms","Diabetes mellitus",0.714781456181733,0.67489229965811,0.0581583739837399
"207",17,21,0.637139871893247,1,"Reproductive neoplasms MF","Diabetes mellitus",0.728637986462162,0.680709531616247,0.0742912601626017
"208",18,21,0.499169370374457,1,"Other and unspecified neoplasms","Diabetes mellitus",0.640199349240282,0.580802326310695,0.046525
"209",19,21,0.500583522876538,1,"Severe anaemia","Diabetes mellitus",0.680561253900222,0.621503128792486,0.0416726829268293
"210",20,21,0.622093030465235,1,"Severe malnutrition","Diabetes mellitus",0.752390361725869,0.722855109934967,0.0611804471544717
"211",1,22,0.487343429838761,1,"Sepsis (non-obstetric)","Acute cardiac disease",0.604141393684172,0.523329647352986,0.0363819105691056
"212",2,22,0.583511488668065,1,"Acute resp infect incl pneumonia","Acute cardiac disease",0.680813006488141,0.628341655761609,0.0567518292682928
"213",3,22,0.624465585378918,1,"HIV/AIDS related death","Acute cardiac disease",0.717571442444829,0.678858317563658,0.0596661382113822
"214",4,22,0.662359104912646,1,"Diarrhoeal diseases","Acute cardiac disease",0.772005494589978,0.730303277046088,0.0700575609756098
"215",5,22,0.558614708083337,1,"Malaria","Acute cardiac disease",0.646323007813201,0.584591059614348,0.0515251219512196
"216",6,22,0.616121057543654,1,"Measles","Acute cardiac disease",0.721159632833133,0.683980872457006,0.0527320731707318
"217",7,22,0.616764788109032,1,"Meningitis and encephalitis","Acute cardiac disease",0.691860733510044,0.636347748084199,0.061520081300813
"218",8,22,0.56842949149873,1,"Tetanus","Acute cardiac disease",0.67254554592784,0.618576011198773,0.0437239430894309
"219",9,22,0.671020343478309,1,"Pulmonary tuberculosis","Acute cardiac disease",0.775323691671564,0.744455083461492,0.0650613414634147
"220",10,22,0.685368323181313,1,"Pertussis","Acute cardiac disease",0.783701861232143,0.755788553768311,0.0619669918699187
