"","ego","alter","index_age_sex","time","ego_name","alter_name","age_grp","sex","indice_norm","indice_euclidien","indice_scalar_product","indice_normalised"
"24",3,8,0.752126093428958,1,"HIV/AIDS related death","Tetanus","elder","female",0.565400701009416,0.655876874844497,0.591229579079487,0.0502291869918699
"25",4,8,0.792616229211963,1,"Diarrhoeal diseases","Tetanus","elder","female",0.565101705577646,0.706599319433319,0.621490167723118,0.0559792276422764
"26",5,8,0.660378659773484,1,"Malaria","Tetanus","elder","female",0.495158957580101,0.592151815027227,0.497078069268752,0.0423499593495935
"27",6,8,0.699159448962829,1,"Measles","Tetanus","elder","female",0.447331369473035,0.592992070704874,0.511253093907191,0.0352845528455285
"28",7,8,0.603320027540763,1,"Meningitis and encephalitis","Tetanus","elder","female",0.467147693922303,0.555837769752165,0.428990792765644,0.0434620731707317
"29",1,9,0.841745646890801,1,"Sepsis (non-obstetric)","Pulmonary tuberculosis","elder","female",0.605991217759644,0.706848725153884,0.632282442350275,0.0533165853658538
"30",2,9,0.645682267541266,1,"Acute resp infect incl pneumonia","Pulmonary tuberculosis","elder","female",0.508805476708768,0.589859900315728,0.515366537776234,0.0562678048780488
"31",3,9,0.624518573232147,1,"HIV/AIDS related death","Pulmonary tuberculosis","elder","female",0.4839065696919,0.545064764732902,0.451951351392347,0.0526860162601627
"32",4,9,0.856132869252984,1,"Diarrhoeal diseases","Pulmonary tuberculosis","elder","female",0.690255431464039,0.774196654161649,0.747292923099877,0.0822084959349591
"33",5,9,0.840754584543196,1,"Malaria","Pulmonary tuberculosis","elder","female",0.690710835760235,0.742362473014223,0.709771637410299,0.072915731707317
"34",6,9,0.816781261335291,1,"Measles","Pulmonary tuberculosis","elder","female",0.643445048279397,0.720828260753817,0.678510928912939,0.0636470731707318
"35",7,9,0.896168629495154,1,"Meningitis and encephalitis","Pulmonary tuberculosis","elder","female",0.714584817013478,0.785428810008018,0.762998462263633,0.0808019105691055
"36",8,9,0.848342460990445,1,"Tetanus","Pulmonary tuberculosis","elder","female",0.628582547571367,0.723619813943909,0.664767595381142,0.056729268292683
"37",1,11,0.468367807301241,1,"Sepsis (non-obstetric)","Haemorrhagic fever","elder","female",0.414981276526078,0.436329878573522,0.268529253501439,0.036475487804878
"38",2,11,0.617741473977765,1,"Acute resp infect incl pneumonia","Haemorrhagic fever","elder","female",0.53421864751392,0.575518864429734,0.497620333159329,0.0590323983739838
"39",3,11,0.795866678504835,1,"HIV/AIDS related death","Haemorrhagic fever","elder","female",0.589439107168945,0.677752682900421,0.628074336950176,0.0641254878048781
"40",4,11,0.712663138132075,1,"Diarrhoeal diseases","Haemorrhagic fever","elder","female",0.55915153030449,0.661930274112534,0.601870183034855,0.0665462601626018
"41",5,11,0.451548051167742,1,"Malaria","Haemorrhagic fever","elder","female",0.355877478977347,0.413430041196803,0.291883832891375,0.0375381300813009
"42",6,11,0.61439250046447,1,"Measles","Haemorrhagic fever","elder","female",0.506553686677549,0.563035395868662,0.477559941134914,0.0500628861788618
"43",7,11,0.503772520841158,1,"Meningitis and encephalitis","Haemorrhagic fever","elder","female",0.419075215215158,0.492039582933021,0.387599051317514,0.0473511382113822
"44",8,11,0.6579020374457,1,"Tetanus","Haemorrhagic fever","elder","female",0.489691072569385,0.594146848831661,0.497769077944715,0.0441523983739838
"45",9,11,0.878492487920708,1,"Pulmonary tuberculosis","Haemorrhagic fever","elder","female",0.701700019439541,0.768976038939828,0.742692309982461,0.0773287398373984
"46",1,12,0.380048169899244,1,"Sepsis (non-obstetric)","Other and unspecified infect dis","elder","female",0.312224649843805,0.335579421777526,0.184859269586999,0.0251127235772357
"47",2,12,0.542314337447901,1,"Acute resp infect incl pneumonia","Other and unspecified infect dis","elder","female",0.4375454439651,0.497317353912928,0.386964148828497,0.0450834552845529
"48",3,12,0.6962115069331,1,"HIV/AIDS related death","Other and unspecified infect dis","elder","female",0.491206202015638,0.589423163437787,0.513799178143361,0.0497717479674797
"49",4,12,0.73146792265321,1,"Diarrhoeal diseases","Other and unspecified infect dis","elder","female",0.579823590891795,0.669396267817606,0.59224129870655,0.0646780487804878
"50",5,12,0.433836860639852,1,"Malaria","Other and unspecified infect dis","elder","female",0.370895885745473,0.402859129086768,0.269650207555016,0.0363534959349593
"51",6,12,0.510657888427498,1,"Measles","Other and unspecified infect dis","elder","female",0.399756627669253,0.473398757404769,0.365200140951849,0.0365238617886179
"52",7,12,0.489890328785257,1,"Meningitis and encephalitis","Other and unspecified infect dis","elder","female",0.400277052061286,0.464983858544387,0.333291126924005,0.0422390243902439
"53",8,12,0.590026504043327,1,"Tetanus","Other and unspecified infect dis","elder","female",0.448974064423336,0.519054805493988,0.418890260579722,0.0371295528455285
"54",9,12,0.798651979165407,1,"Pulmonary tuberculosis","Other and unspecified infect dis","elder","female",0.602758170984601,0.680544537955639,0.622587424158912,0.0619254878048782
"55",11,12,0.465165897110844,1,"Haemorrhagic fever","Other and unspecified infect dis","elder","female",0.399156825272115,0.420064831379489,0.289029726420828,0.0409739024390245
"56",1,13,0.724089201080775,1,"Sepsis (non-obstetric)","Oral neoplasms","elder","female",0.515406567062379,0.613952436678071,0.515501594463701,0.0417749593495936
"57",2,13,0.781226188098077,1,"Acute resp infect incl pneumonia","Oral neoplasms","elder","female",0.611008365529562,0.691826661893065,0.647357602456685,0.0633359349593496
"58",3,13,0.574622813963571,1,"HIV/AIDS related death","Oral neoplasms","elder","female",0.43760910601057,0.503168075875526,0.402325065767638,0.0446126829268293
"59",4,13,0.802336419478131,1,"Diarrhoeal diseases","Oral neoplasms","elder","female",0.642725874834971,0.723847494862449,0.680888810010604,0.072093699186992
"60",5,13,0.828225464832948,1,"Malaria","Oral neoplasms","elder","female",0.627172359961112,0.700680117861011,0.658575514426206,0.0618619105691058
"61",6,13,0.81993600023711,1,"Measles","Oral neoplasms","elder","female",0.636758470924821,0.715531004700678,0.67529878241626,0.0585729268292683
"62",7,13,0.864049481753072,1,"Meningitis and encephalitis","Oral neoplasms","elder","female",0.698767030168409,0.763947126184413,0.735811333795962,0.0741708536585365
"63",8,13,0.794696177425913,1,"Tetanus","Oral neoplasms","elder","female",0.587763824244022,0.678878690949399,0.613823750198946,0.0489721951219513
"64",9,13,0.732083826004206,1,"Pulmonary tuberculosis","Oral neoplasms","elder","female",0.539830881774561,0.637827649850594,0.577197401740404,0.0557956910569106
"65",11,13,0.834108541888083,1,"Haemorrhagic fever","Oral neoplasms","elder","female",0.637814894837257,0.706330131265174,0.665665095196162,0.0658684146341463
"66",12,13,0.750292037182791,1,"Other and unspecified infect dis","Oral neoplasms","elder","female",0.552026455661776,0.639454340790101,0.57477433879887,0.0528879268292684
"67",1,14,0.759311815282961,1,"Sepsis (non-obstetric)","Digestive neoplasms","elder","female",0.602513192453196,0.657775011969103,0.551209452482092,0.0609875609756099
"68",2,14,0.810632900631708,1,"Acute resp infect incl pneumonia","Digestive neoplasms","elder","female",0.672550143492227,0.724311773021218,0.685839035086206,0.0832802439024389
"69",3,14,0.598990857470952,1,"HIV/AIDS related death","Digestive neoplasms","elder","female",0.467768866850507,0.528943674319795,0.424402342870461,0.0571220325203253
"70",4,14,0.632577203500302,1,"Diarrhoeal diseases","Digestive neoplasms","elder","female",0.554392402563155,0.598021795464278,0.525671286996184,0.0733672764227643
"71",5,14,0.829042473114204,1,"Malaria","Digestive neoplasms","elder","female",0.671292309197804,0.718022834330078,0.677300415550533,0.0797533739837398
"72",6,14,0.840886674167322,1,"Measles","Digestive neoplasms","elder","female",0.702502475509488,0.748582891613527,0.709662896576759,0.0787895934959349
"73",7,14,0.879634651529316,1,"Meningitis and encephalitis","Digestive neoplasms","elder","female",0.742477259525413,0.784745340830249,0.762059593594734,0.0937858943089429
"74",8,14,0.819632857734138,1,"Tetanus","Digestive neoplasms","elder","female",0.670722711257232,0.718020665514562,0.64883813055618,0.0694124390243903
"75",9,14,0.752091331180366,1,"Pulmonary tuberculosis","Digestive neoplasms","elder","female",0.601593407859099,0.659328054021217,0.60521834853702,0.0743131707317073
"76",11,14,0.799733286103408,1,"Haemorrhagic fever","Digestive neoplasms","elder","female",0.638857284365952,0.69952301403389,0.654449224191214,0.0788615040650406
"77",12,14,0.7507704515757,1,"Other and unspecified infect dis","Digestive neoplasms","elder","female",0.593747535505371,0.649513142511146,0.574806623645903,0.0688606910569106
"78",13,14,0.451945435990564,1,"Oral neoplasms","Digestive neoplasms","elder","female",0.299910190454806,0.403864570146211,0.27371401315792,0.0349686991869919
"79",1,15,0.766090294784312,1,"Sepsis (non-obstetric)","Respiratory neoplasms","elder","female",0.610459300868461,0.653034299134799,0.557469551216913,0.0551508536585367
"80",2,15,0.689840345625412,1,"Acute resp infect incl pneumonia","Respiratory neoplasms","elder","female",0.568395787573405,0.625237770741024,0.561388868147307,0.0641996341463415
"81",3,15,0.587544513358165,1,"HIV/AIDS related death","Respiratory neoplasms","elder","female",0.464699874106273,0.515601363758031,0.413730179959376,0.0516919105691058
"82",4,15,0.850968127362604,1,"Diarrhoeal diseases","Respiratory neoplasms","elder","female",0.710013916119067,0.765219245341744,0.736184092752821,0.0862378861788616
"83",5,15,0.828349376130022,1,"Malaria","Respiratory neoplasms","elder","female",0.662466045248893,0.708916464064892,0.668077694383566,0.0714979674796748
"84",6,15,0.824800240213377,1,"Measles","Respiratory neoplasms","elder","female",0.684728854452354,0.727393233335055,0.687012682110026,0.0693471951219512
"85",7,15,0.906011902609151,1,"Meningitis and encephalitis","Respiratory neoplasms","elder","female",0.756885870759451,0.799812172484874,0.780186018316413,0.0873719512195121
"86",8,15,0.840612029650383,1,"Tetanus","Respiratory neoplasms","elder","female",0.678849168185767,0.721021993582903,0.661680512152803,0.0628684146341464
"87",9,15,0.436427509947901,1,"Pulmonary tuberculosis","Respiratory neoplasms","elder","female",0.350042383080255,0.405813243333062,0.282792941261136,0.0394317479674797
"88",11,15,0.874973674862073,1,"Haemorrhagic fever","Respiratory neoplasms","elder","female",0.70822637704565,0.744995033288255,0.713347029627202,0.079719918699187
"89",12,15,0.809677794940684,1,"Other and unspecified infect dis","Respiratory neoplasms","elder","female",0.641993005343075,0.688477617757537,0.633219333476411,0.0674719512195123
"90",13,15,0.505513668183765,1,"Oral neoplasms","Respiratory neoplasms","elder","female",0.35131148644102,0.436456247206301,0.318310903665457,0.0371401219512195
"91",14,15,0.54525926779507,1,"Digestive neoplasms","Respiratory neoplasms","elder","female",0.41545411539809,0.47572373850537,0.367724412169728,0.0523006910569106
"92",1,16,0.713769369288033,1,"Sepsis (non-obstetric)","Breast neoplasms","elder","female",0.579178837868816,0.662667073433015,0.576910178992054,0.0469815040650408
"93",2,16,0.754253363448163,1,"Acute resp infect incl pneumonia","Breast neoplasms","elder","female",0.6407561255015,0.713602937290939,0.674733037136648,0.0664611788617887
"94",3,16,0.596626140602264,1,"HIV/AIDS related death","Breast neoplasms","elder","female",0.490090580482577,0.55969408491004,0.473715732847761,0.049994837398374
"95",4,16,0.790912940569527,1,"Diarrhoeal diseases","Breast neoplasms","elder","female",0.681608635874342,0.750668800601045,0.716760958473166,0.0764994308943088
"96",5,16,0.802823161947203,1,"Malaria","Breast neoplasms","elder","female",0.650638990136117,0.728118514001231,0.692720745106305,0.064218861788618
"97",6,16,0.788075416280382,1,"Measles","Breast neoplasms","elder","female",0.667389577280557,0.742559871579707,0.707731620972451,0.0614339430894309
"98",7,16,0.849368261372968,1,"Meningitis and encephalitis","Breast neoplasms","elder","female",0.736031512867165,0.796363876395804,0.775743230461754,0.0781741463414633
"99",8,16,0.766243411837069,1,"Tetanus","Breast neoplasms","elder","female",0.635413177955587,0.715752107723433,0.658633439550975,0.0529836178861789
"100",9,16,0.740759768932348,1,"Pulmonary tuberculosis","Breast neoplasms","elder","female",0.604337553784117,0.709408053427561,0.669328968458322,0.0625022357723578
"101",11,16,0.811077829010269,1,"Haemorrhagic fever","Breast neoplasms","elder","female",0.67587850941548,0.73526651268226,0.701727663597557,0.0698432520325203
"102",12,16,0.775349652513378,1,"Other and unspecified infect dis","Breast neoplasms","elder","female",0.625294261310828,0.709504117506446,0.662961459811389,0.0599481300813009
"103",13,16,0.425279709525116,1,"Oral neoplasms","Breast neoplasms","elder","female",0.262456708265209,0.426674855807345,0.307553617502029,0.025325162601626
"104",14,16,0.518355702950209,1,"Digestive neoplasms","Breast neoplasms","elder","female",0.429468924081088,0.511553782425854,0.411896189322828,0.0501028048780488
"105",15,16,0.523526248681902,1,"Respiratory neoplasms","Breast neoplasms","elder","female",0.405701321229047,0.509494397574212,0.411834339027907,0.0429165040650407
"106",1,17,0.786914733578458,1,"Sepsis (non-obstetric)","Reproductive neoplasms MF","elder","female",0.640188061816765,0.723150829839131,0.627318177480211,0.0653704878048782
"107",2,17,0.821466977351828,1,"Acute resp infect incl pneumonia","Reproductive neoplasms MF","elder","female",0.704950199443421,0.76784379064311,0.735593586837475,0.0879192682926829
"108",3,17,0.677684463265981,1,"HIV/AIDS related death","Reproductive neoplasms MF","elder","female",0.542749143073935,0.623823330402975,0.539112144004217,0.0667610569105691
"109",4,17,0.725841055327788,1,"Diarrhoeal diseases","Reproductive neoplasms MF","elder","female",0.630547272394968,0.694962654947579,0.651244651704508,0.084006300813008
"110",5,17,0.834578697346107,1,"Malaria","Reproductive neoplasms MF","elder","female",0.708117606344843,0.759022726230175,0.72366159679654,0.0847582520325203
"111",6,17,0.84781675841237,1,"Measles","Reproductive neoplasms MF","elder","female",0.727871616033322,0.790911404868114,0.756014072919395,0.0822822764227642
"112",7,17,0.886015812653959,1,"Meningitis and encephalitis","Reproductive neoplasms MF","elder","female",0.771805478992401,0.825919165862913,0.80931286782072,0.0981769512195121
"113",8,17,0.830373827498782,1,"Tetanus","Reproductive neoplasms MF","elder","female",0.699131132409811,0.7683028463243,0.704412081585957,0.0729742276422763
"114",9,17,0.784345252285691,1,"Pulmonary tuberculosis","Reproductive neoplasms MF","elder","female",0.653235097119891,0.735366110595431,0.69818513683919,0.0812733333333334
"115",11,17,0.808553487014449,1,"Haemorrhagic fever","Reproductive neoplasms MF","elder","female",0.680786361863384,0.739368865185883,0.699739063550431,0.0846428048780488
"116",12,17,0.797766421171929,1,"Other and unspecified infect dis","Reproductive neoplasms MF","elder","female",0.663638270422715,0.729101758041067,0.66972716418326,0.07755662601626
"117",13,17,0.551664072093279,1,"Oral neoplasms","Reproductive neoplasms MF","elder","female",0.393419491988712,0.522565345186166,0.413457951770211,0.0462215447154472
"118",14,17,0.373835817558846,1,"Digestive neoplasms","Reproductive neoplasms MF","elder","female",0.28868318675432,0.372286266949825,0.239971188592023,0.0397390243902439
"119",15,17,0.592745867585732,1,"Respiratory neoplasms","Reproductive neoplasms MF","elder","female",0.460539803926283,0.556827570146846,0.466440077516209,0.0583860569105691
"120",16,17,0.531648372940706,1,"Breast neoplasms","Reproductive neoplasms MF","elder","female",0.3854554873121,0.510133169173985,0.40170308472724,0.0453109349593496
"121",1,18,0.675455561471254,1,"Sepsis (non-obstetric)","Other and unspecified neoplasms","elder","female",0.477054725545991,0.576043881437365,0.480763663418426,0.0375513821138213
"122",2,18,0.75769496340738,1,"Acute resp infect incl pneumonia","Other and unspecified neoplasms","elder","female",0.591242164455755,0.675770099578158,0.624127581725389,0.0599050406504066
"123",3,18,0.535806007817131,1,"HIV/AIDS related death","Other and unspecified neoplasms","elder","female",0.388989145365906,0.458781868713284,0.347386871442947,0.0387468292682927
"124",4,18,0.77760448990644,1,"Diarrhoeal diseases","Other and unspecified neoplasms","elder","female",0.623463783505296,0.708626010568968,0.65172488948443,0.0684758130081302
"125",5,18,0.788727118976835,1,"Malaria","Other and unspecified neoplasms","elder","female",0.596636654789398,0.672484417102727,0.620567870565203,0.0574554065040651
"126",6,18,0.790108791367995,1,"Measles","Other and unspecified neoplasms","elder","female",0.615407566481269,0.699865110810543,0.657547895726347,0.0551704878048781
"127",7,18,0.848686223991288,1,"Meningitis and encephalitis","Other and unspecified neoplasms","elder","female",0.672600467953048,0.752867116442866,0.717521915083034,0.0698212601626017
"128",8,18,0.761410404427167,1,"Tetanus","Other and unspecified neoplasms","elder","female",0.574158702112281,0.658112808614105,0.597020906976765,0.0464965853658537
"129",9,18,0.690461218100446,1,"Pulmonary tuberculosis","Other and unspecified neoplasms","elder","female",0.519356967526456,0.606719613652943,0.5302509426507,0.0524656097560976
"130",11,18,0.810532581298583,1,"Haemorrhagic fever","Other and unspecified neoplasms","elder","female",0.608565637169042,0.689919572585156,0.642309760670511,0.0614253252032521
"131",12,18,0.742998835339228,1,"Other and unspecified infect dis","Other and unspecified neoplasms","elder","female",0.527472341084368,0.62615784593351,0.562654405087869,0.0493025609756098
"132",13,18,0.336209334063544,1,"Oral neoplasms","Other and unspecified neoplasms","elder","female",0.203748171407685,0.303149551125758,0.163271281208362,0.0191707317073171
"133",14,18,0.400938066555202,1,"Digestive neoplasms","Other and unspecified neoplasms","elder","female",0.291352045971384,0.362080899454371,0.20823472402317,0.033289837398374
"134",15,18,0.413009791826994,1,"Respiratory neoplasms","Other and unspecified neoplasms","elder","female",0.303104190627856,0.366564098262479,0.224339305412513,0.031335243902439
"135",16,18,0.353763726198204,1,"Breast neoplasms","Other and unspecified neoplasms","elder","female",0.251875360770841,0.355987242943686,0.216535392723248,0.0237154065040651
"136",17,18,0.478179133723091,1,"Reproductive neoplasms MF","Other and unspecified neoplasms","elder","female",0.323175432948113,0.450705966600623,0.298325525442525,0.0372134146341463
"137",1,19,0.696963113468427,1,"Sepsis (non-obstetric)","Severe anaemia","elder","female",0.538645085272637,0.679285007096012,0.630648569074011,0.0370363821138211
"138",2,19,0.618441138274814,1,"Acute resp infect incl pneumonia","Severe anaemia","elder","female",0.522166087148033,0.626570024676953,0.541201514258535,0.0477071951219513
"139",3,19,0.587061455684315,1,"HIV/AIDS related death","Severe anaemia","elder","female",0.477266533934813,0.570740002116099,0.477821571679851,0.0427880894308944
"140",4,19,0.822673058672201,1,"Diarrhoeal diseases","Severe anaemia","elder","female",0.678304020161862,0.794133962539747,0.74288142255156,0.0677453658536587
"141",5,19,0.700028087965922,1,"Malaria","Severe anaemia","elder","female",0.534288315824065,0.658994186210907,0.586988502254606,0.0461316260162602
"142",6,19,0.735860277622585,1,"Measles","Severe anaemia","elder","female",0.56928013058393,0.725822370285739,0.684026723444171,0.0453671138211383
"143",7,19,0.78815468952274,1,"Meningitis and encephalitis","Severe anaemia","elder","female",0.661413878207266,0.773156279240704,0.727367490932405,0.0620745528455286
"144",8,19,0.733381475011727,1,"Tetanus","Severe anaemia","elder","female",0.583465685912593,0.725192648701769,0.689300137478902,0.0414409349593497
"145",9,19,0.698841402843383,1,"Pulmonary tuberculosis","Severe anaemia","elder","female",0.602360895415385,0.681966598881855,0.608048924427101,0.0548532113821139
"146",11,19,0.754047486244531,1,"Haemorrhagic fever","Severe anaemia","elder","female",0.577374670361536,0.70784848318423,0.650524569752967,0.0525283739837399
"147",12,19,0.699904385667168,1,"Other and unspecified infect dis","Severe anaemia","elder","female",0.521780398906552,0.673053301855621,0.619707156746931,0.0435753658536586
"148",13,19,0.722805530670646,1,"Oral neoplasms","Severe anaemia","elder","female",0.551322928227381,0.664812870743694,0.59464470293111,0.046384837398374
"149",14,19,0.752003544263501,1,"Digestive neoplasms","Severe anaemia","elder","female",0.642239889253461,0.701488224321405,0.625515551651071,0.0669876829268293
"150",15,19,0.697122514888192,1,"Respiratory neoplasms","Severe anaemia","elder","female",0.579274941455251,0.649872118508787,0.564512168172939,0.0541184552845529
"151",16,19,0.703374400249012,1,"Breast neoplasms","Severe anaemia","elder","female",0.588980383220488,0.701133709857959,0.638795703846313,0.0495913821138212
"152",17,19,0.767395155295433,1,"Reproductive neoplasms MF","Severe anaemia","elder","female",0.668311989733121,0.747166463659766,0.674215873075166,0.0703015040650406
"153",18,19,0.649234499380393,1,"Other and unspecified neoplasms","Severe anaemia","elder","female",0.519268816199671,0.614001189292006,0.538785862373678,0.042474268292683
"154",1,20,0.818612381500201,1,"Sepsis (non-obstetric)","Severe malnutrition","elder","female",0.659269191503475,0.782532631595944,0.745400297770821,0.0552839024390246
"155",2,20,0.857290405720638,1,"Acute resp infect incl pneumonia","Severe malnutrition","elder","female",0.722379536335738,0.826450883808399,0.811462157111522,0.0769059349593494
"156",3,20,0.550651253650176,1,"HIV/AIDS related death","Severe malnutrition","elder","female",0.49831073345912,0.569785675355647,0.489677360178684,0.0521982113821139
"157",4,20,0.603062478250512,1,"Diarrhoeal diseases","Severe malnutrition","elder","female",0.53071164028179,0.594191102505815,0.508102812115807,0.0610172764227643
"158",5,20,0.794189724227501,1,"Malaria","Severe malnutrition","elder","female",0.619984876335793,0.744971290798422,0.713674846202363,0.0628913414634148
"159",6,20,0.822494308925792,1,"Measles","Severe malnutrition","elder","female",0.651813122203381,0.76798128424827,0.741203627963322,0.0617853658536587
"160",7,20,0.873521440684168,1,"Meningitis and encephalitis","Severe malnutrition","elder","female",0.741377258221642,0.847171336505714,0.834265390815972,0.0807724796747967
"161",8,20,0.789401816261699,1,"Tetanus","Severe malnutrition","elder","female",0.655288591338953,0.776001056359061,0.742494373511999,0.0564356910569106
"162",9,20,0.70430685321661,1,"Pulmonary tuberculosis","Severe malnutrition","elder","female",0.659708160895947,0.693378745717782,0.64737223338176,0.0700356910569104
"163",11,20,0.815588874441853,1,"Haemorrhagic fever","Severe malnutrition","elder","female",0.674538900089559,0.785152627221097,0.762498484497483,0.0715523170731709
"164",12,20,0.777796010246696,1,"Other and unspecified infect dis","Severe malnutrition","elder","female",0.625160100172104,0.754024071443447,0.722529659513823,0.0616475203252033
"165",13,20,0.626475565045738,1,"Oral neoplasms","Severe malnutrition","elder","female",0.600818156419776,0.632930844979287,0.571821368697499,0.0596201626016261
"166",14,20,0.591292773809281,1,"Digestive neoplasms","Severe malnutrition","elder","female",0.580126158048909,0.607038153001652,0.531934364517256,0.0692677235772359
"167",15,20,0.666058524959901,1,"Respiratory neoplasms","Severe malnutrition","elder","female",0.65851416533472,0.663986758254515,0.609893399145769,0.071463536585366
"168",16,20,0.622123023524758,1,"Breast neoplasms","Severe malnutrition","elder","female",0.636811278680901,0.665775130976228,0.613324452837055,0.0632332113821139
"169",17,20,0.644251776841998,1,"Reproductive neoplasms MF","Severe malnutrition","elder","female",0.628628916161001,0.667541493107037,0.602967690281644,0.0756181300813007
"170",18,20,0.57003434240599,1,"Other and unspecified neoplasms","Severe malnutrition","elder","female",0.560017251231123,0.597829474368719,0.525149536589859,0.0542624390243904
"171",19,20,0.661709123391334,1,"Severe anaemia","Severe malnutrition","elder","female",0.54295039195012,0.650219042687679,0.578891163278665,0.0472028048780489
"172",1,21,0.722754735773673,1,"Sepsis (non-obstetric)","Diabetes mellitus","elder","female",0.54669599570409,0.704084159860185,0.645702201868792,0.0438269512195123
"173",2,21,0.78554663564517,1,"Acute resp infect incl pneumonia","Diabetes mellitus","elder","female",0.637505661131117,0.767780205308805,0.741099605627465,0.0655180894308943
"174",3,21,0.697492949195976,1,"HIV/AIDS related death","Diabetes mellitus","elder","female",0.540660287462405,0.658649649675572,0.605044553790258,0.0546396341463415
"175",4,21,0.83061888029874,1,"Diarrhoeal diseases","Diabetes mellitus","elder","female",0.686662531606541,0.80828669322822,0.782998455483965,0.0764139837398372
"176",5,21,0.802175412108625,1,"Malaria","Diabetes mellitus","elder","female",0.654013776537966,0.754816337396108,0.725495757272154,0.0639303252032521
"177",6,21,0.752815645708403,1,"Measles","Diabetes mellitus","elder","female",0.630580859632095,0.747985874330035,0.717121820988049,0.0574463008130082
"178",7,21,0.809491379992825,1,"Meningitis and encephalitis","Diabetes mellitus","elder","female",0.690966837002661,0.791702267612481,0.767866567621651,0.0727310569105691
"179",8,21,0.764639547517766,1,"Tetanus","Diabetes mellitus","elder","female",0.607184262161857,0.753183675063831,0.715415355569059,0.0500526422764228
"180",9,21,0.828891166192434,1,"Pulmonary tuberculosis","Diabetes mellitus","elder","female",0.674676900385865,0.785987985006799,0.761725947560679,0.0691356504065041
"181",11,21,0.802649856317866,1,"Haemorrhagic fever","Diabetes mellitus","elder","female",0.627126288557465,0.756558215102095,0.727406545800573,0.0642092682926829
